name,gender,country,occupation,birth_date,death_date,image_url,description
Shawqi Daif,male,Egypt,literary scholar,1910,2005,,Ahmad Shawqi Daif was an Egyptian Arabic literary critic and historian. He is considered one of the most influential Arab intellectuals in the 20th century.
Salah Sultan,male,Egypt,preacher,1959,,http://commons.wikimedia.org/wiki/Special:FilePath/Salah%20Sultan%20%28cropped%29.jpg,"Salah Sultan is an Islamic scholar, preacher, and academic. Among the titles and positions he has held are professor of Islamic Law at Cairo University, secretary general of Egypt's Supreme Council for Islamic Affairs, president of the American Center for Islamic Research, Columbus, Ohio, and member of the European Council for Fatwa and Research, member of the Fiqh Council of North America (FCNA), and a ""senior member"" of the international Muslim Brotherhood."
Salah Taher,male,Egypt,painter,1911,2007,,Salah Taher (1911–2007) was an Egyptian painter.
Salah Taher,male,Egypt,painter,1911,2007,,Salah Taher (1911–2007) was an Egyptian painter.
Salah Fadl,male,Egypt,writer,1938,2022,,"Mohamed Salahuddin Abdel-Sameeh Fadl was an Egyptian academic, writer, and translator from Kafr el Sheikh. He has held many educational and non-educational positions in Egypt and abroad. He worked as a medic at the Cairo University, the Al-Azhar University, the Ain Shams University in Egypt, the National Autonomous University of Mexico, and the College of Mexico in Spain, as well as the University of Sana'a in Yemen and Bahrain. Other non-educational positions held by Dr. Fadl include editing the Journal of the Egyptian Institute of Islamic Studies in Madrid, heading the Department of Arabic at Ain Shams University, other contributions to the Campus Council, and other academic contributions."
Salah Fadl,male,Egypt,university teacher,1938,2022,,"Mohamed Salahuddin Abdel-Sameeh Fadl was an Egyptian academic, writer, and translator from Kafr el Sheikh. He has held many educational and non-educational positions in Egypt and abroad. He worked as a medic at the Cairo University, the Al-Azhar University, the Ain Shams University in Egypt, the National Autonomous University of Mexico, and the College of Mexico in Spain, as well as the University of Sana'a in Yemen and Bahrain. Other non-educational positions held by Dr. Fadl include editing the Journal of the Egyptian Institute of Islamic Studies in Madrid, heading the Department of Arabic at Ain Shams University, other contributions to the Campus Council, and other academic contributions."
Salah Fadl,male,Egypt,journalist,1938,2022,,"Mohamed Salahuddin Abdel-Sameeh Fadl was an Egyptian academic, writer, and translator from Kafr el Sheikh. He has held many educational and non-educational positions in Egypt and abroad. He worked as a medic at the Cairo University, the Al-Azhar University, the Ain Shams University in Egypt, the National Autonomous University of Mexico, and the College of Mexico in Spain, as well as the University of Sana'a in Yemen and Bahrain. Other non-educational positions held by Dr. Fadl include editing the Journal of the Egyptian Institute of Islamic Studies in Madrid, heading the Department of Arabic at Ain Shams University, other contributions to the Campus Council, and other academic contributions."
Salah Fadl,male,Egypt,literary critic,1938,2022,,"Mohamed Salahuddin Abdel-Sameeh Fadl was an Egyptian academic, writer, and translator from Kafr el Sheikh. He has held many educational and non-educational positions in Egypt and abroad. He worked as a medic at the Cairo University, the Al-Azhar University, the Ain Shams University in Egypt, the National Autonomous University of Mexico, and the College of Mexico in Spain, as well as the University of Sana'a in Yemen and Bahrain. Other non-educational positions held by Dr. Fadl include editing the Journal of the Egyptian Institute of Islamic Studies in Madrid, heading the Department of Arabic at Ain Shams University, other contributions to the Campus Council, and other academic contributions."
Tariq Abdul Haleem,male,Egypt,dawah,1948,,,"Tariq Abdelhaleem is an Egyptian Islamist cleric and scholar residing in Canada in Ontario's city of Mississauga and former head of the Dar al-Arqam Institution there. Tariq Abdelhaleem, along with Abu Qatada, Abu Muhammad al-Maqdisi, and Hani al-Sibai was praised by Ayman al-Zawahiri, the leader of Al-Qaeda. Although being used as a scholarly reference by the group, he has no direct affiliation. He was born on September 1, 1948, in the al-Jami' ul-Isma'ili area of Cairo. His father was a former head of Tax cassation and a lawyer named Abdul Hafeedh Ahmad from a family of Upper Egypt origins in Qena Governorate. His maternal great-grandfather - a native of the Beheira Governorate - was named Salim Al-Bishri who was a Shaykh al-Islām and grand imam of Al-Azhar University from 1899 - 1903 and then again from 1909 - 1917. His maternal grandfather was Abdul Azeez al Bishri, a memorizer of Hadith, and his mother was Zaynab Abdul Azeez Saleem al-Bishri."
Sayed Mosaad,male,Egypt,association football player,1987,,,"Sayed Mosaad is an Egyptian footballer who last played for Al-Qanah, but was most famous for his spell at Zamalek in the Egyptian Premier League."
Shadi Taha,male,Egypt,politician,1978,,http://commons.wikimedia.org/wiki/Special:FilePath/Shadi%20Taha.jpg,Shadi Taha شادي طه is an Egyptian politician and activist.
Shadi Talaat,male,Egypt,fencer,1989,,,"Shadi Talaat is an Egyptian sabre fencer. Talaat represented Egypt at the 2008 Summer Olympics in Beijing, where he competed in two sabre events. For his first event, the men's individual sabre, Talaat lost the first preliminary round match to Belarus' Valery Pryiemka, with a score of 7–15. Few days later, he joined teammates Tamim Ghazy, Gamal Fathy, and Mahmoud Samir for the men's team sabre. Talaat and his team, however, lost the seventh place match to the Hungarian team, with a total score of 25 touches."
Shaimaa Abdul-Aziz,female,Egypt,table tennis player,1981,,,"Shaimaa Abdul-Aziz Muhammad is an Egyptian table tennis player. She won a silver medal, along with her partner Moselhi Emad, in the mixed doubles at the 2007 All-Africa Games in Algiers, Algeria. As of March 2013, Abdul-Aziz is ranked no. 566 in the world by the International Table Tennis Federation (ITTF). She is also right-handed, and uses the classic grip."
Kamal Mahgoub,male,Egypt,weightlifter,1921,2007,,Kamal Mahgoub Mahmoud  was a bantamweight weightlifter from Egypt who set a world record in the snatch in 1950. He won two silver and three bronze medals at the world championships in 1949–1955 and placed fifth at the 1952 Summer Olympics.
Shawky Gharib,male,Egypt,association football coach,1959,,,Shawky Gharieb Bayoumi is a former football midfielder who played for Ghazl El-Mehalla and the Egypt national football team. He managed the Egypt side that won the bronze medal at the 2001 FIFA World Youth Championship in Argentina.
Shawky Gharib,male,Egypt,association football player,1959,,,Shawky Gharieb Bayoumi is a former football midfielder who played for Ghazl El-Mehalla and the Egypt national football team. He managed the Egypt side that won the bronze medal at the 2001 FIFA World Youth Championship in Argentina.
Shaza El-Sayed,female,Egypt,swimmer,1992,,,Shaza Yehia Nazih Abdelrahman El-Sayed is an Egyptian synchronised swimmer who competed in the 2008 Summer Olympics and 2012 Summer Olympics.
Shehab Younis,male,Egypt,swimmer,1988,,,Shehab Younis is an Egyptian swimmer specializing in freestyle. He competed in the 50 m event at the 2012 Summer Olympics.
Sheikh Khalad Abdalla,male,Egypt,writer,1964,,,"
Sheikh Khalad Abdalla (b. 1964) is a former Egyptian television news host on the Islamic satellite channel Al-Nas TV until the shutdown of Al-Nas TV on July 3, 2013. On his September 8, 2012, show he played a clip from Innocence of Muslims, a few days prior to the 2012 diplomatic missions attacks
 Al Jazeera English called him controversial and hardline."
Sheikh Khalad Abdalla,male,Egypt,television presenter,1964,,,"
Sheikh Khalad Abdalla (b. 1964) is a former Egyptian television news host on the Islamic satellite channel Al-Nas TV until the shutdown of Al-Nas TV on July 3, 2013. On his September 8, 2012, show he played a clip from Innocence of Muslims, a few days prior to the 2012 diplomatic missions attacks
 Al Jazeera English called him controversial and hardline."
Sheikh Khalad Abdalla,male,Egypt,journalist,1964,,,"
Sheikh Khalad Abdalla (b. 1964) is a former Egyptian television news host on the Islamic satellite channel Al-Nas TV until the shutdown of Al-Nas TV on July 3, 2013. On his September 8, 2012, show he played a clip from Innocence of Muslims, a few days prior to the 2012 diplomatic missions attacks
 Al Jazeera English called him controversial and hardline."
Sherif Arafa,male,Egypt,screenwriter,1960,,,"Sherif Arafa is an Egyptian director, writer and producer. He graduated from the Higher Institute of Cinema in 1982."
Sherif Arafa,male,Egypt,film director,1960,,,"Sherif Arafa is an Egyptian director, writer and producer. He graduated from the Higher Institute of Cinema in 1982."
Sherif Arafa,male,Egypt,film producer,1960,,,"Sherif Arafa is an Egyptian director, writer and producer. He graduated from the Higher Institute of Cinema in 1982."
Mahmoud El-Gohary,male,Egypt,association football player,1938,2012,http://commons.wikimedia.org/wiki/Special:FilePath/Mahmoud%20El%20Gohary%20%28footballer%29.jpg,Mahmoud Nuseir Youssef El-Gohary was an Egyptian footballer and football coach.
Zakaria Botros,male,Egypt,priest,1934,,,"Zakaria Botros is a Coptic Orthodox Christian priest. He worked as a priest in Australia in 1992. He is best known for his critiques of the Qur'an and other books of Islam. World Magazine gave Father Botros the Daniel of the Year award in 2008. He has been named ""Islam's public enemy No. 1"" by Arabic newspaper al Insan al Jadeed. Al-Qaeda has put a C$60 million bounty on his head."
Zakaria Botros,male,Egypt,hegumen,1934,,,"Zakaria Botros is a Coptic Orthodox Christian priest. He worked as a priest in Australia in 1992. He is best known for his critiques of the Qur'an and other books of Islam. World Magazine gave Father Botros the Daniel of the Year award in 2008. He has been named ""Islam's public enemy No. 1"" by Arabic newspaper al Insan al Jadeed. Al-Qaeda has put a C$60 million bounty on his head."
Yousef Wali,male,Egypt,politician,1930,2020,,"Yousef Waly was an Egyptian politician who served as Minister of Agriculture and Land Reclamation from 1982 to 2004. Wali was not married but he's a godfather and uncle to three siblings, Amin Waly, Hoda Waly and Sherif Waly the youngest, who became later a Senator and a leader in the National Democratic Party (NDP)."
Youssef Nada,male,Egypt,businessperson,1931,2024,,"Youssef Moustafa Ali Nada was an Egyptian businessman and Muslim Brotherhood financial strategist. Nada is most famous for raising successful European human rights legal cases to defend himself against accusations of terrorism by the United States. The U.S. accusations, made directly after the 9/11 attacks, resulted in his placement on the United Nations Security Council Resolution 1267 terror blacklist."
Murad Muwafi,male,Egypt,politician,1950,,,Mourad Mouwafi or Muwafi is an Egyptian politician and major-general. Mouwafi was also the governor of Northern Sinai during a 2011 uprising in the region. He was appointed the Director of the Egyptian Intelligence shortly before the end of the Mubarak regime. He was dismissed by former President Mohamed Morsi from the position on 8 August 2012.
Murad Muwafi,male,Egypt,diplomat,1950,,,Mourad Mouwafi or Muwafi is an Egyptian politician and major-general. Mouwafi was also the governor of Northern Sinai during a 2011 uprising in the region. He was appointed the Director of the Egyptian Intelligence shortly before the end of the Mubarak regime. He was dismissed by former President Mohamed Morsi from the position on 8 August 2012.
Sabah,female,Egypt,actor,1927,2014,http://commons.wikimedia.org/wiki/Special:FilePath/Sabah%20-%201960s%20%281%29.jpg,"Sabah is a state of Malaysia located in northern Borneo, in the region of East Malaysia. Sabah has land borders with the Malaysian state of Sarawak to the southwest and Indonesia's North Kalimantan province to the south. The Federal Territory of Labuan is an island just off Sabah's west coast. Sabah shares maritime borders with Vietnam to the west and the Philippines to the north and east. Kota Kinabalu is the state capital and the economic centre of the state, and the seat of the Sabah State government. Other major towns in Sabah include Sandakan and Tawau. The 2020 census recorded a population of 3,418,785 in the state. It has an equatorial climate with tropical rainforests, abundant with animal and plant species. The state has long mountain ranges on the west side which forms part of the Crocker Range National Park. Kinabatangan River, the second longest river in Malaysia runs through Sabah. The highest point of Sabah, Mount Kinabalu is also the highest point of Malaysia."
Sabah,female,Egypt,singer,1927,2014,http://commons.wikimedia.org/wiki/Special:FilePath/Sabah%20-%201960s%20%281%29.jpg,"Sabah is a state of Malaysia located in northern Borneo, in the region of East Malaysia. Sabah has land borders with the Malaysian state of Sarawak to the southwest and Indonesia's North Kalimantan province to the south. The Federal Territory of Labuan is an island just off Sabah's west coast. Sabah shares maritime borders with Vietnam to the west and the Philippines to the north and east. Kota Kinabalu is the state capital and the economic centre of the state, and the seat of the Sabah State government. Other major towns in Sabah include Sandakan and Tawau. The 2020 census recorded a population of 3,418,785 in the state. It has an equatorial climate with tropical rainforests, abundant with animal and plant species. The state has long mountain ranges on the west side which forms part of the Crocker Range National Park. Kinabatangan River, the second longest river in Malaysia runs through Sabah. The highest point of Sabah, Mount Kinabalu is also the highest point of Malaysia."
Youhannes Ezzat Zakaria Badir,male,Egypt,Catholic priest,1949,2015,,Youhannes Ezzat Zakaria Badir was an Egyptian Coptic Catholic bishop.
Abdelwahed El-Sayed,male,Egypt,association football player,1977,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D9%88%D8%A7%D8%AD%D8%AF%20%D8%A7%D9%84%D8%B3%D9%8A%D8%AF.jpg,Abdel-Wahed El-Sayed Abdel-Wahed Masoud is an Egyptian retired footballer who played as a goalkeeper. He is a former Football Director of Zamalek.
Ahmed Raouf,male,Egypt,association football player,1982,,,Ahmed Raouf Mohamed Adam is an Egyptian former professional footballer who played as a forward.
Ahmed Eid Abdel Malek,male,Egypt,association football player,1980,,http://commons.wikimedia.org/wiki/Special:FilePath/%D8%A3%D8%AD%D9%85%D8%AF%20%D8%B9%D9%8A%D8%AF%20%D8%B9%D8%A8%D8%AF%20%D8%A7%D9%84%D9%85%D9%84%D9%83.png,"Ahmed Eid Abdel Malek Abdou is an Egyptian retired football midfielder, who last played for El Gouna in the Egyptian Premier League. He is known for his time at Haras El Hodood and Zamalek. He also played for the Egypt national team. He played as an attacking midfielder."
Alexander D'Arcy,male,Egypt,actor,1908,1996,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Darcy%20in%20Topper%20Takes%20a%20Trip%20trailer.jpg,"Alexander D'Arcy was an Egyptian-American actor with an international film repertoire. He often portrayed a suave gentleman or smooth rogue, and at one time was pinned as the natural successor to Rudolph Valentino."
Alexander D'Arcy,male,Egypt,television actor,1908,1996,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20Darcy%20in%20Topper%20Takes%20a%20Trip%20trailer.jpg,"Alexander D'Arcy was an Egyptian-American actor with an international film repertoire. He often portrayed a suave gentleman or smooth rogue, and at one time was pinned as the natural successor to Rudolph Valentino."
Muhammad Qutb,male,Egypt,writer,1919,2014,,"Muhammad Ibrahim Husayn Shadhili Qutb was an Islamic scholar and the younger brother of the Egyptian revolutionary Sayyid Qutb. After his brother was executed by the Egyptian government, Muhammad moved to Saudi Arabia, where he promoted his brother's ideas."
Muhammad Qutb,male,Egypt,politician,1919,2014,,"Muhammad Ibrahim Husayn Shadhili Qutb was an Islamic scholar and the younger brother of the Egyptian revolutionary Sayyid Qutb. After his brother was executed by the Egyptian government, Muhammad moved to Saudi Arabia, where he promoted his brother's ideas."
Muhammad Qutb,male,Egypt,theologian,1919,2014,,"Muhammad Ibrahim Husayn Shadhili Qutb was an Islamic scholar and the younger brother of the Egyptian revolutionary Sayyid Qutb. After his brother was executed by the Egyptian government, Muhammad moved to Saudi Arabia, where he promoted his brother's ideas."
Thabet El-Batal,male,Egypt,association football player,1953,2005,,Thabet El-Batal was an Egyptian international goalkeeper.
Rabie Yassin,male,Egypt,association football player,1960,,,Mohamed Rabie Yassin is a former Egyptian footballer and current football manager.
Ayman Shawky,male,Egypt,association football player,1962,,,"Ayman Shawky Kusowa, born on 9 December 1962, was an Egyptian international striker who played most of his career with El-Ahly and a short spell with Zamalek SC."
Taher Abouzeid,male,Egypt,politician,1962,,," Amer Taher Abou Zeid Alsayed, publicly known as Taher Abou Zeid, or Taher Abouzaid is the Egyptian Minister of State for Sports and a retired footballer. He played as a midfielder for Al Ahly and the Egyptian national team."
Taher Abouzeid,male,Egypt,association football player,1962,,," Amer Taher Abou Zeid Alsayed, publicly known as Taher Abou Zeid, or Taher Abouzaid is the Egyptian Minister of State for Sports and a retired footballer. He played as a midfielder for Al Ahly and the Egyptian national team."
Ashraf Kasem,male,Egypt,association football coach,1966,,http://commons.wikimedia.org/wiki/Special:FilePath/Ashraf%20Kasem%20%281984%29.jpg,Ashraf Kassem Raman is an Egyptian football manager and former player who is in charge of Al-Hussein Irbid.
Ashraf Kasem,male,Egypt,association football player,1966,,http://commons.wikimedia.org/wiki/Special:FilePath/Ashraf%20Kasem%20%281984%29.jpg,Ashraf Kassem Raman is an Egyptian football manager and former player who is in charge of Al-Hussein Irbid.
Meriam George,female,Egypt,model,1987,,http://commons.wikimedia.org/wiki/Special:FilePath/Meriam%20George%20at%20Miss%20Earth%202006-12-02.jpg,Meriam George is an Egyptian model and beauty pageant titleholder.
Meriam George,female,Egypt,beauty pageant contestant,1987,,http://commons.wikimedia.org/wiki/Special:FilePath/Meriam%20George%20at%20Miss%20Earth%202006-12-02.jpg,Meriam George is an Egyptian model and beauty pageant titleholder.
Ali Farahat,male,Egypt,chess player,1975,,http://commons.wikimedia.org/wiki/Special:FilePath/Ali%20Farahat.jpg,"Ali Farahat is an Egyptian and American chess player who received the FIDE title of International Master (IM) in 2005. He won the Egyptian chess championship in 2014. Since April 2019, he plays for the United States Chess Federation."
Patriarch  Fotios of Alexandria,male,Egypt,Eastern Orthodox priest,1853,1925,http://commons.wikimedia.org/wiki/Special:FilePath/Fotios%20of%20Alexandria.jpg,Photius was the Greek Patriarch of Alexandria from 1900 to his death in 1925. He opposed reform to change from the Julian calendar to the Gregorian calendar. He died in Zürich.
Lenin El-Ramly,male,Egypt,screenwriter,1945,2020,,"Lenin El-Ramly was an independent Egyptian writer and director of films and for television and theater. His work is in the field of satire, farce, parody and the Theatre of the Absurd."
Lenin El-Ramly,male,Egypt,writer,1945,2020,,"Lenin El-Ramly was an independent Egyptian writer and director of films and for television and theater. His work is in the field of satire, farce, parody and the Theatre of the Absurd."
Hossam El Badry,male,Egypt,association football coach,1960,,,"Hossam Mohamed El Badry is an Egyptian football coach and former player, currently managing Al-Zawraa."
Hossam El Badry,male,Egypt,association football player,1960,,,"Hossam Mohamed El Badry is an Egyptian football coach and former player, currently managing Al-Zawraa."
Abdallah Said,male,Egypt,association football player,1985,,http://commons.wikimedia.org/wiki/Special:FilePath/Abdallah%20Said.jpg,Abdallah Mahmoud Said Bekhit is an Egyptian professional footballer who plays as an attacking midfielder for Egyptian Premier League club Zamalek
Said Aburish,male,Egypt,writer,1935,2012,,"
Said Aburish, was a Palestinian journalist and writer.
Aburish was born in al-Eizariya in 1935, and he and his family moved to Beirut in 1948; during the 1948 Arab–Israeli War, and through the years 1948–67, the site was controlled by Jordan. Aburish attended school in Jerusalem and Beirut. He returned to Beirut in the 1950s as a reporter for Radio Free Europe and the London Daily Mail. He returned to al-Eizariya in 2009, dying there in 2012."
Said Aburish,male,Egypt,journalist,1935,2012,,"
Said Aburish, was a Palestinian journalist and writer.
Aburish was born in al-Eizariya in 1935, and he and his family moved to Beirut in 1948; during the 1948 Arab–Israeli War, and through the years 1948–67, the site was controlled by Jordan. Aburish attended school in Jerusalem and Beirut. He returned to Beirut in the 1950s as a reporter for Radio Free Europe and the London Daily Mail. He returned to al-Eizariya in 2009, dying there in 2012."
Ibrahim Said,male,Egypt,association football coach,1979,,,"Ibrahim Said may refer to:Ibrahim Said 
Ibrahim Said 
Ibrahim Said (artist)
"
Ibrahim Said,male,Egypt,association football player,1979,,,"Ibrahim Said may refer to:Ibrahim Said 
Ibrahim Said 
Ibrahim Said (artist)
"
Abdelhamid Abdou,male,Egypt,association football player,1905,1972,,"Ibrahim Abdelhamid Abdou was an Egyptian football defender who played for Egypt in the 1934 FIFA World Cup. He also played for El-Olympi, and was part of Egypt's squad at the 1936 Summer Olympics, but he did not play in any matches."
Aziz Fahmy,male,Egypt,association football player,1914,1991,,Abdel-Aziz Fahmy Ahmed Abdel-Wahab Shehata was an Egyptian football goalkeeper who played for Egypt in the 1934 FIFA World Cup. He also played for Al Ahly and Zamalek
Yacout El-Soury,male,Egypt,association football player,3541,1987,,Gaber Yacout El-Soury was an Egyptian football defender who played for Egypt in the 1934 FIFA World Cup. He also competed in the men's tournament at the 1928 Summer Olympics.
Mahmoud El-Nigero,male,Egypt,association football player,9486,2000,,Mahmoud Ismail El-Nigero was an Egyptian football forward who played for Egypt in the 1934 FIFA World Cup. He also played for Cairo Shourta Police. El-Nigero is deceased.
Mohammed Bakhati,male,Egypt,association football player,,8991,,Mohammed Farid Bakhati was an Egyptian football midfielder who played for Egypt in the 1934 FIFA World Cup. He also played for Zamalek SC. Bakhati is deceased.
Hafez Kasseb,male,Egypt,association football player,7372,2000,,Hafez Kasseb was an Egyptian football midfielder who played for Egypt in the 1934 FIFA World Cup. He also played for El-Olympi and Zamalek. Kasseb is deceased.
Ibrahim Abdel Hamidu Sharli,male,Egypt,association football player,1907,2003,,Ibrahim Abdel Hamidu Sharli (1907–2003) was an Egyptian football defender who played for Egypt in the 1934 FIFA World Cup. He also played for Al-Olympi Alexandria.
Mohammed Hassan,male,Egypt,association football player,1905,1973,,"Mohammed Hassan may refer to:Mohamed Hassan, Libyan singer
Mohamed Hassan, Egyptian singer
Mohammed Abdullah Hassan (1856–1920), emir of Darawiish monarch Diiriye Guure
Mohammad Hasan Rahmani, Afghan politician
Muhammad Hussein Ali Hassan, Guantanamo Bay detainee
Mohammed Mohammed Hassen, Yemeni Guantanamo detainee
Mohamed Waheed Hassan, Maldivian politician, 5th president of the Maldives
Mohammed Hassen, Oromo historian from Ethiopia
Mohamad Hasan (politician), Malaysian politician
Mohamed H.A. Hassan, Sudanese scientist
Mohammad Al Hajj Hassan, Lebanese cleric
Mohammed Hassan Dbouk, Lebanese-Canadian accredited journalist with al-Manar television in Lebanon
Mohammed Hassan El-Zayyat (1915–1993), Egyptian diplomat and Minister of Foreign Affairs
Mohammed Awad (politician), Iraqi politician, member of Iraqi National Dialogue Council
Mohammed Hasan Alwan, Saudi Arabian short story writer and novelist
Mohammad Hasan Khan Qajar (1722–1759), chief of the Qoyunlu branch of the Qajar tribe"
Mohammed Hassan,male,Egypt,association football player,1912,1973,,"Mohammed Hassan may refer to:Mohamed Hassan, Libyan singer
Mohamed Hassan, Egyptian singer
Mohammed Abdullah Hassan (1856–1920), emir of Darawiish monarch Diiriye Guure
Mohammad Hasan Rahmani, Afghan politician
Muhammad Hussein Ali Hassan, Guantanamo Bay detainee
Mohammed Mohammed Hassen, Yemeni Guantanamo detainee
Mohamed Waheed Hassan, Maldivian politician, 5th president of the Maldives
Mohammed Hassen, Oromo historian from Ethiopia
Mohamad Hasan (politician), Malaysian politician
Mohamed H.A. Hassan, Sudanese scientist
Mohammad Al Hajj Hassan, Lebanese cleric
Mohammed Hassan Dbouk, Lebanese-Canadian accredited journalist with al-Manar television in Lebanon
Mohammed Hassan El-Zayyat (1915–1993), Egyptian diplomat and Minister of Foreign Affairs
Mohammed Awad (politician), Iraqi politician, member of Iraqi National Dialogue Council
Mohammed Hasan Alwan, Saudi Arabian short story writer and novelist
Mohammad Hasan Khan Qajar (1722–1759), chief of the Qoyunlu branch of the Qajar tribe"
Hady Khashaba,male,Egypt,association football player,1972,,,Hady Sherif Khashaba is an Egyptian former footballer who played at both professional and international levels as a midfielder.
Abdelrahman Fawzy,male,Egypt,association football coach,1909,1988,http://commons.wikimedia.org/wiki/Special:FilePath/Abdulrahman%20Fawzi.jpg,"Abdelrahman Fawzy was an Egyptian professional football player and manager, who played as a centre forward."
Abdelrahman Fawzy,male,Egypt,association football player,1909,1988,http://commons.wikimedia.org/wiki/Special:FilePath/Abdulrahman%20Fawzi.jpg,"Abdelrahman Fawzy was an Egyptian professional football player and manager, who played as a centre forward."
Mohamed Latif,male,Egypt,association football coach,1909,1990,http://commons.wikimedia.org/wiki/Special:FilePath/Mohamed%20Latif.jpg,"Mohamed Latif was an Egyptian football manager, pundit, referee and executive. He was a former professional footballer. He played for the clubs El-Zamalek of Egypt and Rangers F.C. of Scotland, as well as for the Egypt national team."
Mohamed Latif,male,Egypt,association football player,1909,1990,http://commons.wikimedia.org/wiki/Special:FilePath/Mohamed%20Latif.jpg,"Mohamed Latif was an Egyptian football manager, pundit, referee and executive. He was a former professional footballer. He played for the clubs El-Zamalek of Egypt and Rangers F.C. of Scotland, as well as for the Egypt national team."
Alaa Mubarak,male,Egypt,businessperson,1960,,http://commons.wikimedia.org/wiki/Special:FilePath/Alaa%20Mubarak.jpg,"Alaa Mohammed Hosni El Sayed Mubarak is an Egyptian businessman and the elder of two sons of Hosni Mubarak, the former President of Egypt who served from 1981 to 2011, and his wife, Suzanne Mubarak."
Alaa Mubarak,male,Egypt,entrepreneur,1960,,http://commons.wikimedia.org/wiki/Special:FilePath/Alaa%20Mubarak.jpg,"Alaa Mohammed Hosni El Sayed Mubarak is an Egyptian businessman and the elder of two sons of Hosni Mubarak, the former President of Egypt who served from 1981 to 2011, and his wife, Suzanne Mubarak."
Ahmed El-Kass,male,Egypt,association football coach,1965,,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20El-Kass.jpg,"Ahmed Abdou Abd El-Aziz El-Kass, is an Egyptian football manager and former football player."
Ahmed El-Kass,male,Egypt,association football player,1965,,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20El-Kass.jpg,"Ahmed Abdou Abd El-Aziz El-Kass, is an Egyptian football manager and former football player."
Hisham Mohd Ashour,male,Egypt,squash player,1982,,,Hisham Mohamed Ashour is a retired professional squash player who represents Egypt. He is the older brother of Ramy Ashour. He reached a career-high world ranking of World No. 10 in February 2012.
Yousry Nasrallah,male,Egypt,screenwriter,1952,,http://commons.wikimedia.org/wiki/Special:FilePath/Yousry%20Nasrallah.jpg,Yousry Nasrallah is an Egyptian film director.
Yousry Nasrallah,male,Egypt,film director,1952,,http://commons.wikimedia.org/wiki/Special:FilePath/Yousry%20Nasrallah.jpg,Yousry Nasrallah is an Egyptian film director.
Yousry Nasrallah,male,Egypt,director,1952,,http://commons.wikimedia.org/wiki/Special:FilePath/Yousry%20Nasrallah.jpg,Yousry Nasrallah is an Egyptian film director.
Yousra,female,Egypt,actor,1955,,http://commons.wikimedia.org/wiki/Special:FilePath/Youssra.jpg,Yousra is an Egyptian actress. She is regarded as a prominent figure in the Middle East entertainment industry and has been described as an influential cultural icon in the region.
Yousra,female,Egypt,singer,1955,,http://commons.wikimedia.org/wiki/Special:FilePath/Youssra.jpg,Yousra is an Egyptian actress. She is regarded as a prominent figure in the Middle East entertainment industry and has been described as an influential cultural icon in the region.
Nelly Mazloum,female,Egypt,actor,1929,2003,http://commons.wikimedia.org/wiki/Special:FilePath/Nelly%20Mazloum%20-%20%CE%9D%CE%AD%CE%BB%CE%BB%CE%B7%20%CE%9C%CE%B1%CF%83%CE%BB%CE%BF%CF%8D%CE%BC.jpg,"Nelly Mazloum, an Egyptian of Italian and Greek origin, was an actress, choreographer, dancer, and teacher of ballet, modern dance, Egyptian folkloric dance, traditional oriental dance and the creator of the oriental dance technique."
Ahmed Khairy,male,Egypt,association football player,1987,,,"Ahmed Khairy may refer to:Ahmed Khairy (athlete), Egyptian sprinter
Ahmed Khairy (footballer), Egyptian footballer
Ahmed Khairy (handballer), Egyptian handball player

"
Omar Gaber,male,Egypt,association football player,1992,,http://commons.wikimedia.org/wiki/Special:FilePath/Zen-Baz16%20%284%29.jpg,"Omar Mahmoud El Sayed Gaber is an Egyptian footballer who plays for Egyptian Premier League side Zamalek, mainly as a right-back but sometimes as a right midfielder."
Ahmed El-Shenawy,male,Egypt,association football player,1991,,http://commons.wikimedia.org/wiki/Special:FilePath/Ahmed%20El-Shenawy%20.JPG,"Ahmed Nasser Nasser Mahmoud Moawad El Shenawy, is an Egyptian professional footballer who plays as a goalkeeper for Egyptian Premier League side Pyramids and the Egyptian national team."
Bob Azzam,male,Egypt,singer,1925,2004,http://commons.wikimedia.org/wiki/Special:FilePath/Bob%20Azzam%20%281988%29.jpg,"Wadie George Azzam, better known by his stage name Bob Azzam, was an Egyptian born singer with Lebanese origins. With his hit song ""Ya Mustafa"", created and composed by Egyptian musician Mohamed Fawzi for the Egyptian movie; That's What Love Is (1961); Azzam achieved success in France in the 1960s, the song was later sung by other different singers. The track peaked at No. 23 in the UK Singles Chart, spending fourteen weeks in that chart. Azzam had a degree in electronic engineering, and has been regarded as the man behind the chamber of echoes ""Hors-studio"" or ""off-studio""."
Macarius of Alexandria,male,Egypt,monk,0297,0395,http://commons.wikimedia.org/wiki/Special:FilePath/Drevnosti%20RG%20v1%20ill016.jpg,"Saint Macarius of Alexandria was a monk in the Nitrian Desert. He was a slightly younger contemporary of Macarius of Egypt, and is thus also known as Macarius the Younger."
